Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-10 00:00:00-05:00,156.81697023000987,157.00296029096637,152.6860849715575,155.17245483398438,105342000,0.0,0.0
2022-03-11 00:00:00-05:00,155.57382899544626,155.9164439341305,151.23738556277695,151.4625244140625,96970100,0.0,0.0
2022-03-14 00:00:00-04:00,148.25177493215907,150.86538982544317,146.9302923114544,147.43930053710938,108732100,0.0,0.0
2022-03-15 00:00:00-04:00,147.713390079557,152.28478532825997,147.20438184151632,151.81491088867188,92964300,0.0,0.0
2022-03-16 00:00:00-04:00,153.73353879751855,156.6212399212536,151.19823606106897,156.2198944091797,102300200,0.0,0.0
2022-03-17 00:00:00-04:00,155.26055517399735,157.6000837703935,154.30125449850178,157.2281036376953,75615400,0.0,0.0
2022-03-18 00:00:00-04:00,157.1204422875064,161.0066074424884,156.3862803303168,160.5171661376953,123511700,0.0,0.0
2022-03-21 00:00:00-04:00,160.05709828830467,162.83713639325782,159.56765695852218,161.8876190185547,95811400,0.0,0.0
2022-03-22 00:00:00-04:00,162.01484532225444,165.8422796739602,161.42752475473955,165.2549591064453,81532000,0.0,0.0
2022-03-23 00:00:00-04:00,164.44252537221885,168.99432437394225,164.1096938716203,166.6156463623047,98062700,0.0,0.0
2022-03-24 00:00:00-04:00,167.44768776251115,170.4626485498089,166.6156463524789,170.39413452148438,90131400,0.0,0.0
2022-03-25 00:00:00-04:00,170.20812239603873,171.57855215101324,169.1019802060181,171.03038024902344,80546200,0.0,0.0
2022-03-28 00:00:00-04:00,168.53425457976377,172.01907505501657,168.3678462915148,171.89183044433594,90371900,0.0,0.0
2022-03-29 00:00:00-04:00,172.95880948102644,175.22980987775352,172.61619451618012,175.18087768554688,100589400,0.0,0.0
2022-03-30 00:00:00-04:00,174.77954921495427,175.81716272541868,172.96860982939938,174.01602172851562,92633200,0.0,0.0
2022-03-31 00:00:00-04:00,174.08453235394947,174.2705224958716,170.71717276870268,170.92274475097656,103049300,0.0,0.0
2022-04-01 00:00:00-04:00,170.35492714540266,171.18698327855927,168.30906622272897,170.62901306152344,78751300,0.0,0.0
2022-04-04 00:00:00-04:00,170.8835878567689,174.72080687147195,170.7563283054037,174.67185974121094,76468400,0.0,0.0
2022-04-05 00:00:00-04:00,173.7516656886956,174.53477477488693,170.73670541562527,171.36318969726562,73401800,0.0,0.0
2022-04-06 00:00:00-04:00,168.72020734548278,169.963392443072,166.5373033062765,168.20140075683594,89058800,0.0,0.0
2022-04-07 00:00:00-04:00,167.5455818608837,169.69912101079552,166.2632477962957,168.5048828125,77594700,0.0,0.0
2022-04-08 00:00:00-04:00,168.15246782773184,168.15246782773184,165.62694868711696,166.49815368652344,76575500,0.0,0.0
2022-04-11 00:00:00-04:00,165.1472853633742,165.46052001953282,162.0050657338506,162.24978637695312,72246700,0.0,0.0
2022-04-12 00:00:00-04:00,164.4718899777678,166.2828141709391,163.12102695263263,164.11949157714844,79265200,0.0,0.0
2022-04-13 00:00:00-04:00,163.8551587010773,167.42807423573976,163.24825626550125,166.8015899658203,70618900,0.0,0.0
2022-04-14 00:00:00-04:00,167.0169298477089,167.653212444084,161.55476362429968,161.7994842529297,75329400,0.0,0.0
2022-04-18 00:00:00-04:00,160.45844346214486,163.08185675186522,160.11584349387897,161.58416748046875,69023900,0.0,0.0
2022-04-19 00:00:00-04:00,161.5351838977818,164.2760577080458,160.44862379550628,163.8649139404297,67723800,0.0,0.0
2022-04-20 00:00:00-04:00,165.19622127922986,165.31369734743882,162.59240492951264,163.6985321044922,67929800,0.0,0.0
2022-04-21 00:00:00-04:00,165.34307817395856,167.90774603308134,162.4064301142371,162.90565490722656,87227800,0.0,0.0
2022-04-22 00:00:00-04:00,162.94480808191494,164.32502122927878,158.08954369720692,158.3734130859375,84882400,0.0,0.0
2022-04-25 00:00:00-04:00,157.71758646013552,159.72429911751857,155.11376965466397,159.4404296875,96046400,0.0,0.0
2022-04-26 00:00:00-04:00,158.8237547860096,158.91185066459684,153.41053339870618,153.4888458251953,95623200,0.0,0.0
2022-04-27 00:00:00-04:00,152.61757531774515,156.4156292897006,152.09876878373368,153.26364135742188,88063200,0.0,0.0
2022-04-28 00:00:00-04:00,155.88706244158715,161.04577820352466,155.57381282317428,160.18435668945312,130216800,0.0,0.0
2022-04-29 00:00:00-04:00,158.42238298865084,162.6903124384376,153.9293146853147,154.32086181640625,131747600,0.0,0.0
2022-05-02 00:00:00-04:00,153.4007100151784,154.88860092145774,150.0333512355366,154.6243133544922,123055300,0.0,0.0
2022-05-03 00:00:00-04:00,154.81029731534235,157.31624964341847,153.01895506893698,156.11221313476562,88966500,0.0,0.0
2022-05-04 00:00:00-04:00,156.29817374379095,162.9643614673084,155.89682831665468,162.5140838623047,108256500,0.0,0.0
2022-05-05 00:00:00-04:00,160.38991736716943,160.61505617925764,151.6778534074066,153.4594268798828,130525300,0.0,0.0
2022-05-06 00:00:00-04:00,152.93984857664353,156.30235682996496,151.1458596477854,154.1848602294922,116124600,0.23,0.0
2022-05-09 00:00:00-04:00,151.8810971374127,152.7633948486293,148.50880608897836,149.0675811767578,131577900,0.0,0.0
2022-05-10 00:00:00-04:00,152.4594939260044,153.65548649022554,149.92045170349726,151.4693603515625,115366700,0.0,0.0
2022-05-11 00:00:00-04:00,150.4792663261752,152.3908891933398,142.94059580220576,143.6170196533203,142689800,0.0,0.0
2022-05-12 00:00:00-04:00,139.96040581157675,143.3228989996902,136.06853101088905,139.75453186035156,182602000,0.0,0.0
2022-05-13 00:00:00-04:00,141.74458368466105,145.18551933414366,140.29371306035543,144.21499633789062,113990900,0.0,0.0
2022-05-16 00:00:00-04:00,142.68570084334092,144.61693408926746,141.34265112461745,142.67588806152344,86643800,0.0,0.0
2022-05-17 00:00:00-04:00,145.9305738468132,146.8226694807634,143.7934664467187,146.3031005859375,78336300,0.0,0.0
2022-05-18 00:00:00-04:00,143.96011558077154,144.46007380411618,137.14687404841018,138.0487823486328,109742900,0.0,0.0
2022-05-19 00:00:00-04:00,137.1273056487035,138.87227582415818,133.91185397987616,134.6470947265625,136095600,0.0,0.0
2022-05-20 00:00:00-04:00,136.3528515735585,137.93116906609265,130.00037534307543,134.8823699951172,137426100,0.0,0.0
2022-05-23 00:00:00-04:00,135.07841705772444,140.44077384848245,134.94117272312687,140.29373168945312,117726300,0.0,0.0
2022-05-24 00:00:00-04:00,138.03898075989613,139.17615657107172,134.62746828487894,137.59783935546875,104132700,0.0,0.0
2022-05-25 00:00:00-04:00,135.70578755446192,138.99966571047085,135.61756228135172,137.75466918945312,92482700,0.0,0.0
2022-05-26 00:00:00-04:00,134.68626677474316,141.49949297179577,134.4411865880973,140.9505157470703,90601500,0.0,0.0
2022-05-27 00:00:00-04:00,142.5288570634857,146.73442720207444,142.40141055796454,146.69522094726562,90978500,0.0,0.0
2022-05-31 00:00:00-04:00,146.13648011664895,147.69518714557083,143.95035319539198,145.91099548339844,103718400,0.0,0.0
2022-06-01 00:00:00-04:00,146.95010821381516,148.75391017683245,144.773794451972,145.78353881835938,74286600,0.0,0.0
2022-06-02 00:00:00-04:00,144.920824891666,148.29313081917098,143.96991252402043,148.23431396484375,72348100,0.0,0.0
2022-06-03 00:00:00-04:00,144.00908898088286,145.05803919440157,141.6171193015557,142.51901245117188,88570300,0.0,0.0
2022-06-06 00:00:00-04:00,144.13661484785112,145.64631776796745,142.04852604987164,143.26412963867188,71598400,0.0,0.0
2022-06-07 00:00:00-04:00,141.50933876771822,146.06782531945106,141.26425852389363,145.78353881835938,67808200,0.0,0.0
2022-06-08 00:00:00-04:00,145.65608826850138,146.92069570984725,144.5581335933167,145.0482940673828,53950200,0.0,0.0
2022-06-09 00:00:00-04:00,144.18560463111925,145.0384790561678,139.72514139394366,139.83297729492188,69473000,0.0,0.0
2022-06-10 00:00:00-04:00,137.51936981142111,137.98991950159612,134.36273634609168,134.43136596679688,91437900,0.0,0.0
2022-06-13 00:00:00-04:00,130.25522177759234,132.53937106937602,128.85337019356888,129.2847137451172,122207100,0.0,0.0
2022-06-14 00:00:00-04:00,130.5101288143863,131.25516732822615,128.89259032192393,130.14739990234375,84784300,0.0,0.0
2022-06-15 00:00:00-04:00,131.64728162043858,134.63726323315953,129.5592083618082,132.7648468017578,91533000,0.0,0.0
2022-06-16 00:00:00-04:00,129.48079421494845,129.784691319241,126.50061011925011,127.50054168701172,108123900,0.0,0.0
2022-06-17 00:00:00-04:00,127.51032472551074,130.46108474224513,127.25543176187765,128.9709930419922,134520300,0.0,0.0
2022-06-21 00:00:00-04:00,130.7943992837295,134.36276639582726,130.6963761788774,133.19618225097656,81000500,0.0,0.0
2022-06-22 00:00:00-04:00,132.13743964836019,135.04899374439105,131.27476747959807,132.68643188476562,73409200,0.0,0.0
2022-06-23 00:00:00-04:00,134.1275334387869,135.86269092971577,132.96094899420544,135.5489959716797,72433800,0.0,0.0
2022-06-24 00:00:00-04:00,137.14684903225404,139.1173030558868,137.0194175231798,138.87222290039062,89116800,0.0,0.0
2022-06-27 00:00:00-04:00,139.89174976551223,140.66621143364327,138.19579927786032,138.87222290039062,70207900,0.0,0.0
2022-06-28 00:00:00-04:00,139.33302894232776,140.59763645444562,134.61768731128618,134.73532104492188,67083400,0.0,0.0
2022-06-29 00:00:00-04:00,134.75490940956817,137.90173093297278,133.98044756827542,136.4900665283203,66242400,0.0,0.0
2022-06-30 00:00:00-04:00,134.5490335635321,135.64698810352084,131.1375212724895,134.0294647216797,98964500,0.0,0.0
2022-07-01 00:00:00-04:00,133.36285690870372,136.3038197907336,132.9903451154339,136.19598388671875,71051600,0.0,0.0
2022-07-05 00:00:00-04:00,135.05880629688934,138.82323473193733,134.2353254229341,138.7742156982422,73353800,0.0,0.0
2022-07-06 00:00:00-04:00,138.56838663745515,141.28386518046202,138.3036957651199,140.10748291015625,74064300,0.0,0.0
2022-07-07 00:00:00-04:00,140.47017616296918,143.66603189279604,140.4603783389641,143.469970703125,66253700,0.0,0.0
2022-07-08 00:00:00-04:00,142.4013924960781,144.646335480772,142.14651447587394,144.1463623046875,64547800,0.0,0.0
2022-07-11 00:00:00-04:00,142.8033331399919,143.7542455393016,140.95052737444695,142.01907348632812,63141600,0.0,0.0
2022-07-12 00:00:00-04:00,142.89157069008422,145.52863633565593,142.19555121961218,142.98960876464844,77588800,0.0,0.0
2022-07-13 00:00:00-04:00,140.17608985764943,143.56799177024092,139.3232005090592,142.62689208984375,71185600,0.0,0.0
2022-07-14 00:00:00-04:00,141.24465485515523,146.01881345268225,140.43098661066193,145.5482635498047,78140700,0.0,0.0
2022-07-15 00:00:00-04:00,146.83244295612025,147.89119117713278,145.28353435270415,147.2147674560547,76259900,0.0,0.0
2022-07-18 00:00:00-04:00,147.77361919983474,148.58728756952976,143.8131132788738,144.17584228515625,81420900,0.0,0.0
2022-07-19 00:00:00-04:00,145.0090674390563,148.25392726287154,144.01894870347078,148.02845764160156,82982400,0.0,0.0
2022-07-20 00:00:00-04:00,148.14609070693865,150.6949310490213,147.41085002655058,150.02830505371094,64823400,0.0,0.0
2022-07-21 00:00:00-04:00,151.45958316742,152.50853373902038,148.94996398855773,152.29286193847656,65086600,0.0,0.0
2022-07-22 00:00:00-04:00,152.33206789895848,153.20455292364784,150.3910366563313,151.05764770507812,66675400,0.0,0.0
2022-07-25 00:00:00-04:00,150.97920113195147,151.9889303599999,149.28325033510924,149.9400634765625,53623900,0.0,0.0
2022-07-26 00:00:00-04:00,149.2636538636445,150.07732200029463,147.83239373585778,148.6166534423828,55138700,0.0,0.0
2022-07-27 00:00:00-04:00,149.57734107239523,154.2338646113094,149.1656081545016,153.70448303222656,78620700,0.0,0.0
2022-07-28 00:00:00-04:00,153.89073492463993,154.5377501582959,151.3713185756555,154.2534637451172,81378700,0.0,0.0
2022-07-29 00:00:00-04:00,158.06698413815568,160.40995103683753,156.36121998956833,159.31198120117188,101786900,0.0,0.0
2022-08-01 00:00:00-04:00,157.84145882480365,160.3706884793457,157.72382510643268,158.3316192626953,67829400,0.0,0.0
2022-08-02 00:00:00-04:00,156.94940053816907,159.21393969022574,156.48864846428177,156.8611602783203,59907000,0.0,0.0
2022-08-03 00:00:00-04:00,157.67479700322565,163.3116417148104,157.58657171952117,162.86070251464844,82507500,0.0,0.0
2022-08-04 00:00:00-04:00,162.7430582477967,163.89984462441896,161.19414951620604,162.5469970703125,55474100,0.0,0.0
2022-08-05 00:00:00-04:00,160.22041274781424,162.81205403488926,160.01425282506756,162.3212127685547,56697000,0.23,0.0
2022-08-08 00:00:00-04:00,163.32253000929188,164.73615535552312,161.1922805564501,161.85000610351562,60276900,0.0,0.0
2022-08-09 00:00:00-04:00,161.0155852740051,162.78261696114208,160.25968547297944,161.8990936279297,63135500,0.0,0.0
2022-08-10 00:00:00-04:00,164.60851631297595,166.23811287684435,163.8428051524665,166.13995361328125,70170500,0.0,0.0
2022-08-11 00:00:00-04:00,166.9449356294848,167.85790820975464,165.10919401506573,165.40370178222656,57149200,0.0,0.0
2022-08-12 00:00:00-04:00,166.70936592550703,169.01631131920942,166.2970460032489,168.94760131835938,68039400,0.0,0.0
2022-08-15 00:00:00-04:00,168.37821564106778,170.21395743937939,168.21133138479297,170.0176239013672,54091700,0.0,0.0
2022-08-16 00:00:00-04:00,169.61512926108554,170.52810192661653,168.51564947224608,169.8605499267578,56377100,0.0,0.0
2022-08-17 00:00:00-04:00,169.60528281111644,172.92335934005538,169.4089493149704,171.35267639160156,79542000,0.0,0.0
2022-08-18 00:00:00-04:00,170.5673396933382,171.69626861182405,169.94887490568271,170.9600067138672,62290100,0.0,0.0
2022-08-19 00:00:00-04:00,169.86053968443733,170.55754092380556,168.1720444080825,168.37820434570312,70346300,0.0,0.0
2022-08-22 00:00:00-04:00,166.58171149389958,166.74859572706774,164.0784180378036,164.50054931640625,69026800,0.0,0.0
2022-08-23 00:00:00-04:00,164.0195321647684,165.6196796113523,163.5974008535258,164.16677856445312,54147100,0.0,0.0
2022-08-24 00:00:00-04:00,164.25517396927194,165.03069679360976,163.20476617884324,164.46131896972656,53841500,0.0,0.0
2022-08-25 00:00:00-04:00,165.688378388784,167.02346724627097,165.2662620854037,166.9154815673828,51218200,0.0,0.0
2022-08-26 00:00:00-04:00,167.44563181749547,167.91683533755338,160.5640262370915,160.6229248046875,78961000,0.0,0.0
2022-08-29 00:00:00-04:00,158.19816763869952,159.9161124345619,156.89254277561915,158.42396545410156,73314000,0.0,0.0
2022-08-30 00:00:00-04:00,159.16022613846985,159.58234252318653,154.83100169515882,155.99920654296875,77906200,0.0,0.0
2022-08-31 00:00:00-04:00,157.37356030730842,157.63861884578063,154.26162776653078,154.3401641845703,87991100,0.0,0.0
2022-09-01 00:00:00-04:00,153.77074600824523,155.51813965771387,151.83683028732437,155.0665740966797,74229900,0.0,0.0
2022-09-02 00:00:00-04:00,156.82381061062185,157.4226376540656,152.13136852434044,152.9559783935547,76957800,0.0,0.0
2022-09-06 00:00:00-04:00,153.60385293125665,154.2124912520568,150.8747769402501,151.6993865966797,73714800,0.0,0.0
2022-09-07 00:00:00-04:00,151.98413843168527,153.80024262585093,150.79629565165916,153.10325622558594,87449600,0.0,0.0
2022-09-08 00:00:00-04:00,151.8074024718103,153.49589780674214,149.88329791132227,151.63070678710938,84923800,0.0,0.0
2022-09-09 00:00:00-04:00,152.62222024249937,154.92918072545984,151.91540745534934,154.48741149902344,68028800,0.0,0.0
2022-09-12 00:00:00-04:00,156.66672837890903,161.25118449428555,156.38204700518378,160.43638610839844,104956000,0.0,0.0
2022-09-13 00:00:00-04:00,156.97105902298662,157.59933535695706,150.56067213786505,151.02206420898438,122656600,0.0,0.0
2022-09-14 00:00:00-04:00,151.95463927472932,154.22233860679495,150.79626102566698,152.46511840820312,87965400,0.0,0.0
2022-09-15 00:00:00-04:00,151.81719923234522,152.39640331677907,148.6071081028978,149.57896423339844,90481100,0.0,0.0
2022-09-16 00:00:00-04:00,148.44022763272653,148.57766259301448,145.65223775657734,147.93955993652344,162278800,0.0,0.0
2022-09-19 00:00:00-04:00,146.57501740526791,151.7288507316376,146.36887246061372,151.6503143310547,81474200,0.0,0.0
2022-09-20 00:00:00-04:00,150.59012663818945,155.18440966019696,150.27599594996536,154.02601623535156,107689800,0.0,0.0
2022-09-21 00:00:00-04:00,154.4579373320565,155.83230196535132,150.78645397951445,150.9042510986328,101696800,0.0,0.0
2022-09-22 00:00:00-04:00,149.58879338602387,151.6405063427645,148.14571882351763,149.94219970703125,86652500,0.0,0.0
2022-09-23 00:00:00-04:00,148.42057250414538,148.69544239271363,145.83874285871622,147.6744842529297,96029900,0.0,0.0
2022-09-26 00:00:00-04:00,146.91860212230296,150.95331767501642,146.898964278694,148.00827026367188,93339400,0.0,0.0
2022-09-27 00:00:00-04:00,149.9422080635759,151.88593544780034,147.20330517830297,148.9801483154297,84442700,0.0,0.0
2022-09-28 00:00:00-04:00,144.93563790031018,147.88068609523327,142.18692325585735,147.0953369140625,146691400,0.0,0.0
2022-09-29 00:00:00-04:00,143.42386493187522,144.032503482396,138.10313090509123,139.8701629638672,128138200,0.0,0.0
2022-09-30 00:00:00-04:00,138.69213315187477,140.4788028880648,135.47221503631138,135.66854858398438,124925300,0.0,0.0
2022-10-03 00:00:00-04:00,135.6784027716175,140.44938235522116,135.16792345973974,139.84072875976562,114311700,0.0,0.0
2022-10-04 00:00:00-04:00,142.3734205948832,143.54162523892447,141.61752082886468,143.423828125,87830100,0.0,0.0
2022-10-05 00:00:00-04:00,141.43103055560152,144.68039782185656,140.39043433471556,143.7183380126953,79471000,0.0,0.0
2022-10-06 00:00:00-04:00,143.13915751475957,144.83746445591814,142.55996829483985,142.76611328125,68402200,0.0,0.0
2022-10-07 00:00:00-04:00,139.9290143479333,140.47876912027488,136.89561907456743,137.52389526367188,85925600,0.0,0.0
2022-10-10 00:00:00-04:00,137.847900390625,139.29097534068862,136.03179615324555,137.847900390625,74899000,0.0,0.0
2022-10-11 00:00:00-04:00,137.337365394685,138.76081689569904,135.68814610919395,136.43421936035156,77033700,0.0,0.0
2022-10-12 00:00:00-04:00,136.58150689181417,137.78897231294513,135.62927355780315,135.80596923828125,70433700,0.0,0.0
2022-10-13 00:00:00-04:00,132.51735724415704,140.95981974279604,131.90870376504793,140.37081909179688,113224000,0.0,0.0
2022-10-14 00:00:00-04:00,141.66660017858484,141.87276009592642,135.65870802953629,135.84523010253906,88598000,0.0,0.0
2022-10-17 00:00:00-04:00,138.48598615048115,140.282452315822,137.7006369919499,139.8014373779297,85250900,0.0,0.0
2022-10-18 00:00:00-04:00,142.82500010106065,144.0128276023933,138.03438444661543,141.1168670654297,99136600,0.0,0.0
2022-10-19 00:00:00-04:00,139.09461918905455,142.29489928414645,138.90809708603376,141.22486877441406,61758300,0.0,0.0
2022-10-20 00:00:00-04:00,140.40025572638473,143.21768011702426,140.0370229627389,140.7634735107422,64522000,0.0,0.0
2022-10-21 00:00:00-04:00,140.25296085326963,145.14175003074126,140.0369895251427,144.57237243652344,86548600,0.0,0.0
2022-10-24 00:00:00-04:00,144.49386606815804,147.47817461798252,143.3256613631015,146.71246337890625,75981900,0.0,0.0
2022-10-25 00:00:00-04:00,147.34074408565283,149.69679141311283,146.62411995147127,149.54953002929688,74732300,0.0,0.0
2022-10-26 00:00:00-04:00,148.19484403447342,149.2059761334731,145.32831703887072,146.6143341064453,88194300,0.0,0.0
2022-10-27 00:00:00-04:00,145.35776595535313,146.3198108162611,141.48993368404496,142.1476593017578,109180200,0.0,0.0
2022-10-28 00:00:00-04:00,145.48537216958695,154.6150242142885,145.11234293200243,152.88726806640625,164762400,0.0,0.0
2022-10-31 00:00:00-04:00,150.35449330723716,151.4147121907347,149.1372016307876,150.53118896484375,97943200,0.0,0.0
2022-11-01 00:00:00-04:00,152.2393339638939,152.60255171953904,146.3983256985316,147.89047241210938,80379300,0.0,0.0
2022-11-02 00:00:00-04:00,146.22162239502856,149.3826416112209,142.34397906464244,142.37342834472656,93604600,0.0,0.0
2022-11-03 00:00:00-04:00,139.45780248243508,140.18425286730874,136.20843606207234,136.3360595703125,97918500,0.0,0.0
2022-11-04 00:00:00-04:00,139.71866273149064,140.28898493787645,132.1373429796548,136.07058715820312,140814800,0.23,0.0
2022-11-07 00:00:00-05:00,134.8217569283286,136.82770454508952,133.40578684396397,136.60154724121094,83374600,0.0,0.0
2022-11-08 00:00:00-05:00,138.06670690734794,139.06967336647747,135.19544046730184,137.17189025878906,89908500,0.0,0.0
2022-11-09 00:00:00-05:00,136.18854844074562,136.23771698252543,132.34379953720284,132.61912536621094,74917800,0.0,0.0
2022-11-10 00:00:00-05:00,138.88285345399055,144.41888427734375,137.17188688278108,144.41888427734375,118854000,0.0,0.0
2022-11-11 00:00:00-05:00,143.38645323831483,147.5065147597333,141.96063992686575,147.20169067382812,93979700,0.0,0.0
2022-11-14 00:00:00-05:00,146.48384590068005,147.77198095425382,144.96953850636208,145.80535888671875,73374100,0.0,0.0
2022-11-15 00:00:00-05:00,149.67957510950868,151.0267061395854,146.08065388594696,147.53594970703125,89868300,0.0,0.0
2022-11-16 00:00:00-05:00,146.64119143040293,147.36883205309908,144.83188757505272,146.30685424804688,64218300,0.0,0.0
2022-11-17 00:00:00-05:00,143.98625266251898,148.95197725260945,143.71092672522755,148.2046661376953,80389400,0.0,0.0
2022-11-18 00:00:00-05:00,149.7680875657841,150.15157823399846,147.4671435564981,148.76510620117188,74829600,0.0,0.0
2022-11-21 00:00:00-05:00,147.65399909356225,147.8604860232478,145.2547175972566,145.5398712158203,58724100,0.0,0.0
2022-11-22 00:00:00-05:00,145.65783928663447,147.90961450464576,144.4778542773041,147.67361450195312,51804100,0.0,0.0
2022-11-23 00:00:00-05:00,146.95586889544748,149.29615456069408,146.84770405367206,148.54884338378906,58301400,0.0,0.0
2022-11-25 00:00:00-05:00,145.8348275010844,146.39532187887542,144.66468520707087,145.63816833496094,35195900,0.0,0.0
2022-11-28 00:00:00-05:00,142.71777000634125,144.19273663104678,140.98714790150922,141.81312561035156,69246000,0.0,0.0
2022-11-29 00:00:00-05:00,141.8819517027843,142.39327767480953,138.007718580844,138.81402587890625,83763800,0.0,0.0
